;Тип товара;Полное наименование;МНН;Лекарственная форма;Бренд;Фирма_производитель;Корпорация;Фармакотерапевтическая группа;АТС1;АТС2;АТС3;АТС4;АТС5;Ephmra1;Ephmra2;Ephmra3;Ephmra4;Год;Месяц;Объем1;Объем2;Объем3;Цена;Свыше_1500;размер_500до1500;до_500
214;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТИМЕКСОН РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТИМЕКСОН;БИОКАД АО;БИОКАД АО;ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2019;4;13528973.6;14878.0;12435686.4;835.8439575211722;недостаток;входит;избыток
215;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТИМЕКСОН РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТИМЕКСОН;БИОКАД АО;БИОКАД АО;ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2019;7;18336221.0;2534.0;18333345.0;7234.942778216259;избыток;избыток;избыток
216;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТИМЕКСОН РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТИМЕКСОН;БИОКАД АО;БИОКАД АО;ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2019;9;18317035.0;2501.0;18311594.0;7321.708916433427;избыток;избыток;избыток
217;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТИМЕКСОН РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТИМЕКСОН;БИОКАД АО;БИОКАД АО;ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2019;12;19386661.0;2794.0;19375690.0;6934.74946313529;избыток;избыток;избыток
218;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТИМЕКСОН РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТИМЕКСОН;БИОКАД АО;БИОКАД АО;ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2021;2;29754125.0;3028.4;29748453.0;9823.158433496235;избыток;избыток;избыток
223;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТИМЕКСОН РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТИМЕКСОН;БИОКАД АО;БИОКАД АО;ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2018;4;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
224;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТИМЕКСОН РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТИМЕКСОН;БИОКАД АО;БИОКАД АО;ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2018;8;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
225;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТИМЕКСОН РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТИМЕКСОН;БИОКАД АО;БИОКАД АО;ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2018;10;11503968.0;1590.0;11503968.0;7235.2;избыток;избыток;избыток
226;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТИМЕКСОН РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТИМЕКСОН;БИОКАД АО;БИОКАД АО;ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2019;2;18141754.2;17826.0;15959322.0;895.2834062605183;недостаток;входит;избыток
228;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТИМЕКСОН РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТИМЕКСОН;БИОКАД АО;БИОКАД АО;ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2020;4;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
230;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТИМЕКСОН РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТИМЕКСОН;БИОКАД АО;БИОКАД АО;ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2023;6;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
255;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТИМЕКСОН РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТИМЕКСОН;БИОКАД АО;БИОКАД АО;ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2022;3;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
283;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТИМЕКСОН РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТИМЕКСОН;БИОКАД АО;БИОКАД АО;ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2022;5;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
286;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТИМЕКСОН РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТИМЕКСОН;БИОКАД АО;БИОКАД АО;ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2019;11;16285011.0;2245.0;16262512.0;7243.880623608018;избыток;избыток;избыток
287;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТИМЕКСОН РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТИМЕКСОН;БИОКАД АО;БИОКАД АО;ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2018;6;17663960.2;17350.0;15508145.0;893.8412103746398;недостаток;входит;избыток
288;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТИМЕКСОН РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТИМЕКСОН;БИОКАД АО;БИОКАД АО;ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2023;1;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
289;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АКСОГЛАТИРАН ФС РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;АКСОГЛАТИРАН ФС;НАТИВА ООО (СПЕКТР ООО);НАТИВА ООО (СПЕКТР ООО);ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ ИСКЛЮЧАЯ ИНТЕРФЕРОНЫ (L03A);ПРОЧИЕ ИММУНОСТИМУЛИРУЮЩИЕ АГЕНТЫ, ИСКЛЮЧАЯ ИНТЕРФЕРОНЫ (L03A9);2018;2;35092154.0;2647.0;35092154.0;13257.330562901398;избыток;избыток;избыток
293;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АКСОГЛАТИРАН ФС РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;АКСОГЛАТИРАН ФС;НАТИВА ООО (СПЕКТР ООО);НАТИВА ООО (СПЕКТР ООО);ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ ИСКЛЮЧАЯ ИНТЕРФЕРОНЫ (L03A);ПРОЧИЕ ИММУНОСТИМУЛИРУЮЩИЕ АГЕНТЫ, ИСКЛЮЧАЯ ИНТЕРФЕРОНЫ (L03A9);2018;3;24435954.0;1697.0;24435954.0;14399.501473187978;избыток;избыток;избыток
295;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АКСОГЛАТИРАН ФС РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;АКСОГЛАТИРАН ФС;НАТИВА ООО (СПЕКТР ООО);НАТИВА ООО (СПЕКТР ООО);ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ ИСКЛЮЧАЯ ИНТЕРФЕРОНЫ (L03A);ПРОЧИЕ ИММУНОСТИМУЛИРУЮЩИЕ АГЕНТЫ, ИСКЛЮЧАЯ ИНТЕРФЕРОНЫ (L03A9);2018;5;29441492.0;2165.0;29441492.0;13598.841570438799;избыток;избыток;избыток
298;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АКСОГЛАТИРАН ФС РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;АКСОГЛАТИРАН ФС;НАТИВА ООО (СПЕКТР ООО);НАТИВА ООО (СПЕКТР ООО);ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ ИСКЛЮЧАЯ ИНТЕРФЕРОНЫ (L03A);ПРОЧИЕ ИММУНОСТИМУЛИРУЮЩИЕ АГЕНТЫ, ИСКЛЮЧАЯ ИНТЕРФЕРОНЫ (L03A9);2018;1;43353148.0;3221.0;43353148.0;13459.530580565042;избыток;избыток;избыток
300;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;АКСОГЛАТИРАН ФС РАСТ Д/П/К ВВЕД 20 МГ/МЛ 1 МЛ №28;ГЛАТИРАМЕРА АЦЕТАТ;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;АКСОГЛАТИРАН ФС;НАТИВА ООО (СПЕКТР ООО);НАТИВА ООО (СПЕКТР ООО);ИММУНОМОДУЛИРУЮЩЕЕ СРЕДСТВО;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИММУНОСТИМУЛЯТОРЫ ДРУГИЕ (L03AX);ГЛАТИРАМЕР АЦЕТАТ (L03AX13);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ ИСКЛЮЧАЯ ИНТЕРФЕРОНЫ (L03A);ПРОЧИЕ ИММУНОСТИМУЛИРУЮЩИЕ АГЕНТЫ, ИСКЛЮЧАЯ ИНТЕРФЕРОНЫ (L03A9);2018;4;37794104.0;2779.0;37794104.0;13599.89348686578;избыток;избыток;избыток
